qid	cid	question_category	question_subject	question	comment	comment_gold
Q1436	Q1436_C1	Computers and Internet	Who is the winner for the Ironman DVD contest?	I haven't seen the results announced and almost a month is done. Any answers?	Wish it was me :(	Bad
Q1439	Q1439_C1	Salary and Allowances	Offer Sr Engineer	Hi, I've an offer to work in Doha, the total salary (Base+allowances)is 62000 QR.. is it enough for living in doha?	Dont even have second thoughts come join immediately.	Good
Q1439	Q1439_C2	Salary and Allowances	Offer Sr Engineer	Hi, I've an offer to work in Doha, the total salary (Base+allowances)is 62000 QR.. is it enough for living in doha?	...by any standard for a senior engineer. If its a serious offer,you should not let it go. Life is Beautiful...Indeed!	Good
Q1461	Q1461_C1	Funnies	I. Q Test:	--------------------- --------------------- Mother's Name is Mrs. SIXTY TWO Son's Name is FIFTY TWO Daughter's Name is FORTY TWO What is Name of Father ? ? Replay must if you are a genius!	So, whats the answer?	Bad
Q1462	Q1462_C1	Qatar Living Lounge	Facebook	Anyone having issue opening facebook tonight?	Flan, you can be our leader!! Call it the SMUOF (social messaging of Nutters) Whatever you vividly imagine, Ardently desire, Sincerely believe and Enthusiastically act upon, Must inevitably come to pass.	Bad
Q1462	Q1462_C2	Qatar Living Lounge	Facebook	Anyone having issue opening facebook tonight?	"lol........ lilbo.... And we ll have a Shelter of our own like the QAWS.... people can come and show there kids... ""This is how a NUT looks loke.... "".... Damn.. I m sleepy..n crack such PJs... when I m half conscious..... Good Night people.... Sleeping now... ___________________________________________ Reality is a Illusion Caused Due to Deficiency of Alcohol"	Bad
Q1462	Q1462_C3	Qatar Living Lounge	Facebook	Anyone having issue opening facebook tonight?	Night night Ash! Dont let the bed bugs bite. R u going tomorrow? Whatever you vividly imagine, Ardently desire, Sincerely believe and Enthusiastically act upon, Must inevitably come to pass.	Bad
Q1462	Q1462_C4	Qatar Living Lounge	Facebook	Anyone having issue opening facebook tonight?	Goin Where??? __________________________________________ Reality is a Illusion Caused Due to Deficiency of Alcohol	Bad
Q1462	Q1462_C5	Qatar Living Lounge	Facebook	Anyone having issue opening facebook tonight?	in twitter, its called followers instead of friends.	Bad
Q1462	Q1462_C6	Qatar Living Lounge	Facebook	Anyone having issue opening facebook tonight?	Oooops! Spilt the beans!! Sorry you werent invited! Lol......... Whatever you vividly imagine, Ardently desire, Sincerely believe and Enthusiastically act upon, Must inevitably come to pass.	Bad
Q1462	Q1462_C7	Qatar Living Lounge	Facebook	Anyone having issue opening facebook tonight?	Lol Ash. Ok you missed it then. The QL meeting? All meeting at Starbucks, citi center tomorrow for coffee. Didnt they tell you? :-P Whatever you vividly imagine, Ardently desire, Sincerely believe and Enthusiastically act upon, Must inevitably come to pass.	Bad
Q1462	Q1462_C8	Qatar Living Lounge	Facebook	Anyone having issue opening facebook tonight?	lilBoPeep - Hey thks to your spilled beans... was fortunate enough to attend the meet... without even planning for it... :) And you are so so Talkative.... :) Was not expecting tht... but still... it was fun meeting you..... lol... Lets see can you actually ignore this... :) ___________________________________________ Reality is a Illusion Caused Due to Deficiency of Alcohol	Bad
Q1462	Q1462_C9	Qatar Living Lounge	Facebook	Anyone having issue opening facebook tonight?	not me..its perfectly fine. why, you can't log in?	Good
Q1462	Q1462_C10	Qatar Living Lounge	Facebook	Anyone having issue opening facebook tonight?	I am not comfortable with FB.... Find Orkut better.... ___________________________________________ Reality is a Illusion Caused Due to Deficiency of Alcohol	Bad
Q1462	Q1462_C11	Qatar Living Lounge	Facebook	Anyone having issue opening facebook tonight?	it is not a book....how could I open it. Just kidding......no idea y it is not opening.... Will check with my kids what was the problem....they are permanent resident of Facebook....	Bad
Q1462	Q1462_C12	Qatar Living Lounge	Facebook	Anyone having issue opening facebook tonight?	"you are such a shy girl. <img src=""http://www.qatarliving.com/files/images/Da.gif"">"	Bad
Q1462	Q1462_C13	Qatar Living Lounge	Facebook	Anyone having issue opening facebook tonight?	It's fine for me.. Just playing poker now...!	Good
Q1462	Q1462_C14	Qatar Living Lounge	Facebook	Anyone having issue opening facebook tonight?	they changed the app on chat options..thats why maybe it was slower for some users during the last couple of days.	Bad
Q1462	Q1462_C15	Qatar Living Lounge	Facebook	Anyone having issue opening facebook tonight?	Anyone try Twitter? A lot of people are talking about it. Have been a FB addict for a while, but meaning to check out this Twitter thing. Whatever you vividly imagine, Ardently desire, Sincerely believe and Enthusiastically act upon, Must inevitably come to pass.	Bad
Q1462	Q1462_C16	Qatar Living Lounge	Facebook	Anyone having issue opening facebook tonight?	they should develop a social messaging utility called the Nutter. religious freaks, mental patients, racists, uneducated twats etc can then keep tabs on each other.	Bad
Q1463	Q1463_C1	Doha Shopping	Does Qatar Have this?	Qatar Living, Does Qatar.. Have a Shopping Festival like Dubai Shopping Festival.. If so during which time of the year is it conducted and for how long is the duration? Your Inputs Highly Appreciated.. Am looking to buy some Boys Toys- Hi Tech.. Like an HP Lap top with Mind blowing configurations, A T-Touch 100 Meter,Sony 52' and some more Gadgets for my car .. Do Advice Group :)	in a attempt to copy Dubai shopping festival Qatar strived to have one, but its hopeless. you get no discount nor has any advantage over the regular shopping days.... just the luck draw exists.. thats it, periord....Shyams	Good
Q1463	Q1463_C2	Doha Shopping	Does Qatar Have this?	Qatar Living, Does Qatar.. Have a Shopping Festival like Dubai Shopping Festival.. If so during which time of the year is it conducted and for how long is the duration? Your Inputs Highly Appreciated.. Am looking to buy some Boys Toys- Hi Tech.. Like an HP Lap top with Mind blowing configurations, A T-Touch 100 Meter,Sony 52' and some more Gadgets for my car .. Do Advice Group :)	Nothing close to DSF... well, actually nothing at all!!! Like Shyams said, just normal shopping with a lame lucky draw prize!!!	Good
Q1468	Q1468_C1	Moving to Qatar	want to learn English ans Arabic	Can anyone tell me where to learn English and Arabic? Thank you.	I can teach you.........I am Holding masters degree and trained teacher with more than six years teaching experiences.You can touch with me on my mobile 66273542	Good
Q1468	Q1468_C4	Moving to Qatar	want to learn English ans Arabic	Can anyone tell me where to learn English and Arabic? Thank you.	Alexander Language Centre teaches English,and Arabic for expats, as well as Spanish and French. Some groups will be starting next week. Call 44341014 - 44364425. Best of luck	Good
Q1468	Q1468_C8	Moving to Qatar	want to learn English ans Arabic	Can anyone tell me where to learn English and Arabic? Thank you.	You can also try 44874701 for English courses (and Arabic on demand). Near Landmark.	Good
Q1468	Q1468_C9	Moving to Qatar	want to learn English ans Arabic	Can anyone tell me where to learn English and Arabic? Thank you.	have read this ad from gulftimes classifieds that offers arabic crash course since im also willing to attend too.i think it's along airport road-umm ghuwailina.contact numbers: Tel-44310079; mobile- 33904109	Good
Q1468	Q1468_C10	Moving to Qatar	want to learn English ans Arabic	Can anyone tell me where to learn English and Arabic? Thank you.	Alexander Language Centre teaches Arabic and English. They are in Al Waab Street. This is the road that goes from Al Saad Street to Villagio. Tel:4434 1014/4436 4425.	Good
Q1468	Q1468_C11	Moving to Qatar	want to learn English ans Arabic	Can anyone tell me where to learn English and Arabic? Thank you.	cornerstones language and learning centre. They teach arabic, english and they also have a summer kids camp. Good price and a very good quality. I recommend cornerstones TEL: 44310079	Good
Q1480	Q1480_C3	Salary and Allowances	Tax on Income?	Hi everyone, Pardon my ignorance but I come from a Country where you are taxed in every way that the Government can think of lol. This includes income tax. In Qatar, is there anything of the sort? I just want to know that if a job offers me a monthly salary, what (if anything) will be deducted from that figure. Thank you in advanced Peace be upon you all	I come from a similar country, where every penny are earn is taxed. Thank God, Qatar is not like that. Your salary is tax free mate!	Good
Q1492	Q1492_C1	Family Life in Qatar	Divorce	Can I get divorce in sharia court on the ground that I have not seen my husband for more than a year.Who will get custody over our children aged 3 years and 6 months.The younger one he has not even seen .How long the divorce procedure will take?	you can ask for khulla..file the case with valid reason . they will call for hearing in the court.tell them every thing .then they will decide within a week...kids will be with you. but first question where did you marry .it can be happened if you marry in doha.	Good
Q1492	Q1492_C3	Family Life in Qatar	Divorce	Can I get divorce in sharia court on the ground that I have not seen my husband for more than a year.Who will get custody over our children aged 3 years and 6 months.The younger one he has not even seen .How long the divorce procedure will take?	try to see whats going on with him first taking care of 2 kids by a single mom is hard,even though if someone else will help. think it over & over b4 taking this step .. believe my its a very big one. call him .. see what you can reach to .. then think about divorse .	Bad
Q1499	Q1499_C1	Visas and Permits	Do Americans need a work visa in Qatar?	I'm interested in relocating to Qatar and was curious what the requirements are to making that happen?	es, no need to bomb us, we have the planes, troops, and tanks here.	Bad
Q1499	Q1499_C2	Visas and Permits	Do Americans need a work visa in Qatar?	I'm interested in relocating to Qatar and was curious what the requirements are to making that happen?	That's how it works here, you can try to find a job in Qatar and the company will take care of all of your documents (RP, family visa, etc.).	Good
Q1499	Q1499_C4	Visas and Permits	Do Americans need a work visa in Qatar?	I'm interested in relocating to Qatar and was curious what the requirements are to making that happen?	"Find yourself a job in Qatar..you will automatically get a work Visa. <a href=""http://photobucket.com/images/funny"" target=""_blank""><img src=""http://i244.photobucket.com/albums/gg12/N-A-T-A-S-J-A/Funny/smile.gif"" border=""0"" alt=""smile Pictures, Images and Photos""/></a>"	Good
Q1499	Q1499_C5	Visas and Permits	Do Americans need a work visa in Qatar?	I'm interested in relocating to Qatar and was curious what the requirements are to making that happen?	Work visas are linked to a job in a Qatari company. You can't GET one. Your employer would supply it.	Good
Q1499	Q1499_C6	Visas and Permits	Do Americans need a work visa in Qatar?	I'm interested in relocating to Qatar and was curious what the requirements are to making that happen?	Step 2: The employer will take care of the visa. Make sure they arrange for your family to come to.	Good
Q1499	Q1499_C10	Visas and Permits	Do Americans need a work visa in Qatar?	I'm interested in relocating to Qatar and was curious what the requirements are to making that happen?	Nisri, don't get discouraged. It does take a while for alot of professionals to find a position when they do not already have a contact or a company recruiting them...just as other posters said. You might take a look at this site - http://www.bayt.com/ Also, try to focus in on specific companies that you are interested in and apply directly. Good luck.	Good
Q1502	Q1502_C1	Cars	who is the owner of the car which has this no.300537?	how can i find that who is the owner of the car which has this number 300537. my mobile number is same with this car number. can any one tell me how can i find the purson wwho is owner of this number car?	let me try to manufacture a car then you can buy and register with this number, ha aha haaa.	Bad
Q1502	Q1502_C2	Cars	who is the owner of the car which has this no.300537?	how can i find that who is the owner of the car which has this number 300537. my mobile number is same with this car number. can any one tell me how can i find the purson wwho is owner of this number car?	You have to go to traffic department. This plate number has a penalty of QR500. http://www.moi.gov.qa/site/english/eServices/index.html	Good
Q1502	Q1502_C3	Cars	who is the owner of the car which has this no.300537?	how can i find that who is the owner of the car which has this number 300537. my mobile number is same with this car number. can any one tell me how can i find the purson wwho is owner of this number car?	That's my Vehicle plate number......... Actually it's not a car. It's a trailer truck! lol	Bad
Q1502	Q1502_C4	Cars	who is the owner of the car which has this no.300537?	how can i find that who is the owner of the car which has this number 300537. my mobile number is same with this car number. can any one tell me how can i find the purson wwho is owner of this number car?	:)... dont understand all this...:)	Bad
Q1502	Q1502_C5	Cars	who is the owner of the car which has this no.300537?	how can i find that who is the owner of the car which has this number 300537. my mobile number is same with this car number. can any one tell me how can i find the purson wwho is owner of this number car?	Vehicle Information(300537) Vehicle No : 300537 Vehicle Type : PRIVATE VEHICLE Vehicle Road Permit Expiry Date : 2009-07-19 Violations Reference Date Time Description Location Points Amount 0000244306 2009-05-20 10:00 AM AL SOUQ 3 500 Q.R go and check the Al Souq area, i'm sure you can find the driver there. but be careful and make sure that the driver pays the violation before you get the plate number :)	Good
Q1502	Q1502_C6	Cars	who is the owner of the car which has this no.300537?	how can i find that who is the owner of the car which has this number 300537. my mobile number is same with this car number. can any one tell me how can i find the purson wwho is owner of this number car?	call 999 and get info about the number	Good
Q1504	Q1504_C1	Family Life in Qatar	wat activities for mums and toddlers in qatar	hi everyone im new to qatar and im wondering wat activities their are for mums and kids if any please help me out will love to meet other mums of any nationality thanks	"cook some cake and knock the doors of your neibours and introduce yourself and then u will come to know some people and then u go out with them ur kids play with their kids ""under ur observation"""	Good
Q1504	Q1504_C2	Family Life in Qatar	wat activities for mums and toddlers in qatar	hi everyone im new to qatar and im wondering wat activities their are for mums and kids if any please help me out will love to meet other mums of any nationality thanks	Qatar Living Mums May Coffee Meets http://www.qatarliving.com/node/483429 When : 20th May 2009 Time : 9.30 am - 11.30 am Where: Columbus Cafe at Villagio, next door to Virgin. c u there :)	Good
Q1504	Q1504_C3	Family Life in Qatar	wat activities for mums and toddlers in qatar	hi everyone im new to qatar and im wondering wat activities their are for mums and kids if any please help me out will love to meet other mums of any nationality thanks	I run mums group in Doha ... someone else posted the next week which is on the 20th. If you are free do come around and meet another mums. See you next week.	Good
Q1505	Q1505_C2	Education	I want to learn to write, speak and read arabic, where can I find school or training center?	Location	Shakira, good morning among other options you have FANAR, located in the Souq Waqif area (in which arabic lessons are free, i have been told so) also CHN Institute for details go to http://www.chninstitute.com But of course there many more if you can get a Marhaba book there you can find other possibilities. Best of luck...regards	Good
Q1505	Q1505_C4	Education	I want to learn to write, speak and read arabic, where can I find school or training center?	Location	i know some berlitzqatar@qatar.net.qa tel:455 0506/07 or qatarguest center :holds free arabic lessons tel:486 2390 www.qatarguestcenter.com or another option qatar university continuing eucation 485 6333/2994 www.qu.edu.qa. good luck	Good
Q1505	Q1505_C6	Education	I want to learn to write, speak and read arabic, where can I find school or training center?	Location	You can contact Pioneer Education Centre (4368722) they have started coaching classes for Arabic Learning..	Good
Q1505	Q1505_C7	Education	I want to learn to write, speak and read arabic, where can I find school or training center?	Location	You can go to any education cenetr or ask by telephone	Good
Q1510	Q1510_C1	Investment and Finance	QNB Notes!!!! is it a good idea??	What do you think about the QNB notes?? Is it a good idea for investment?	Dont know, whats a QNB note?	Bad
Q1510	Q1510_C3	Investment and Finance	QNB Notes!!!! is it a good idea??	What do you think about the QNB notes?? Is it a good idea for investment?	You should be able to do the same by following these two simple steps, 1. Take 75% of the total amount you want to put into this scheme into a high yielding fixed deposit scheme with any major like CBQ. 2. The remaining 25%,invest in equities yourself. If the markets do well, you will make much more than you will with the notes, if the markets fare very badly, you will still have earned interest on the fixed deposit to offset the 25% loss on your equity investment portfolio. Rgds, J.J	Good
Q1510	Q1510_C4	Investment and Finance	QNB Notes!!!! is it a good idea??	What do you think about the QNB notes?? Is it a good idea for investment?	my two bits are,,that min. investment is Qar. 20 k for a tenor of 2 years. if u put 20 k in bank, u get max. 6% per annum.. I think, that in two years. QE will give u at least return of 6% p.a keeping in view, the QE at around 7300 nowadyas.. The worst scenario is that u will get your 20 k back after 2 years.. HAving invested directly in QE directly, i had burnt my hands. however, i still am in favour of QNB NOTE 1, due to its timings. As QE is still not gone too high.	Good
Q1512	Q1512_C1	Life in Qatar	Arabic names	What are good arabic muslim names for twin girls	Ara Mina	Good
Q1519	Q1519_C2	Visas and Permits	transfer to husband sponsorship	i am currently under my company's sponsorship and my RP has expired 2 months ago and i want to change it under my husband sponsorship. do i need to exit first before my husband can apply the transfer of sponsorship?	thanks a lot taga-tabing-ilog.	Good
Q1519	Q1519_C3	Visas and Permits	transfer to husband sponsorship	i am currently under my company's sponsorship and my RP has expired 2 months ago and i want to change it under my husband sponsorship. do i need to exit first before my husband can apply the transfer of sponsorship?	You can change it and no need to exit Qatar. You can't trust all the profiles are with correct description some times males become females to make QL members fool. some times Females are becoming Male like this profile, who ever he/she needs correct answer.	Good
Q1524	Q1524_C1	Life in Qatar	Where is a good bodyshop for car painting?	I need a recommendation for a good quality car bodyshop please to do some painting.	call 55856229.	Good
Q1531	Q1531_C1	Beauty and Style	This is from the Wife. Where is the bst place for facial threading?	My wife is looking for a place to have facial threading where they are professional and good with eyebrows. Should be exclusively for ladies.	Try to find some saloon near your house ... if No you can go London beauty Saloon beside Ele-france or Maha Saloon in Town Center.	Good
Q1531	Q1531_C2	Beauty and Style	This is from the Wife. Where is the bst place for facial threading?	My wife is looking for a place to have facial threading where they are professional and good with eyebrows. Should be exclusively for ladies.	hi first well come in doha qatar here alot of ladies saloons to work AND also private good work in house cheep then saloons but where u live GOD BLESS U JAN	Good
Q1531	Q1531_C3	Beauty and Style	This is from the Wife. Where is the bst place for facial threading?	My wife is looking for a place to have facial threading where they are professional and good with eyebrows. Should be exclusively for ladies.	SEHATI MALL on SALWA ROAD	Good
Q1531	Q1531_C5	Beauty and Style	This is from the Wife. Where is the bst place for facial threading?	My wife is looking for a place to have facial threading where they are professional and good with eyebrows. Should be exclusively for ladies.	Habibti Facial threading would cost you around 90-100 rials per month plus it is very painful & disturbing to see the pimples appearing on face thereafter but if you go to Plastisurgi for Laser treatment for facial hair removal they'll charge you around 500 for full face laser which includes the neck area too & the pain is very minimal as compared to threading & the hair would get back only after 6/7 months depending upon the thickness of your hair.	Good
Q1531	Q1531_C6	Beauty and Style	This is from the Wife. Where is the bst place for facial threading?	My wife is looking for a place to have facial threading where they are professional and good with eyebrows. Should be exclusively for ladies.	try Glow salon and Spa...	Good
Q1531	Q1531_C7	Beauty and Style	This is from the Wife. Where is the bst place for facial threading?	My wife is looking for a place to have facial threading where they are professional and good with eyebrows. Should be exclusively for ladies.	I too against of LASER coz i have seen the side effects..I go for my facial threading at DOHA BEAUTY CENTRE..they r thorough professionals and do very safely..They wont allow ne pimples or rashes to appear after that..So u can tell ur wife to try there..Its in lulu centre..	Good
Q1535	Q1535_C2	Doha Shopping	Garmin Outlet	Hello everyone I am looking for a Garmin dealership outlet here in Qatar to find a navi system.. is there anyone here who knows where to find garmin products? I appreciate if you can send me a mail to amiriground@gmail.com... I thank you in advance..	IT IS ON THE MAIN ROAD VERY CLOSE TO THE ROUNDABOUT NEAR DOHA CITY SHOWROOM IN SOUQ AREA. YOU WILL SEE BIG GARMIN BANNER.	Good
Q1535	Q1535_C3	Doha Shopping	Garmin Outlet	Hello everyone I am looking for a Garmin dealership outlet here in Qatar to find a navi system.. is there anyone here who knows where to find garmin products? I appreciate if you can send me a mail to amiriground@gmail.com... I thank you in advance..	LINGAWI IS THE DEALER LOCATED IN SOUQ JABOR NEAR CORNICHE QNB & FANAR NEXT TO THIS RESTAURANT http://wikimapia.org/#lat=25.2882635&lon=51.5408657&z=18&l=0&m=b&show=/13460764/Top-Corniche-Restaurant&search=QNB	Good
Q1535	Q1535_C4	Doha Shopping	Garmin Outlet	Hello everyone I am looking for a Garmin dealership outlet here in Qatar to find a navi system.. is there anyone here who knows where to find garmin products? I appreciate if you can send me a mail to amiriground@gmail.com... I thank you in advance..	Jareer Book store opposite Raddisson Blu has a good variety. I bought mine from there. After sales service is good too,	Good
Q1547	Q1547_C2	Qatar Living Lounge	Where do you get your hair done?	Where do you get your haircut boys? Kindly advise where would be your best barber in town. Thanks.	rizks stay out, you're not helping. there are lots of gents salons in the najma/mansuora area.	Good
Q1547	Q1547_C5	Qatar Living Lounge	Where do you get your hair done?	Where do you get your haircut boys? Kindly advise where would be your best barber in town. Thanks.	At the barber shop across the street.	Good
Q1547	Q1547_C7	Qatar Living Lounge	Where do you get your hair done?	Where do you get your haircut boys? Kindly advise where would be your best barber in town. Thanks.	Boys haircut, try to city center the name is cute cut for man and for children i think its in the 3rd floor infront of hello kitty store. Barber's try in Al Nassr street there's a lot over there ask. Hope it helps! Good luck!	Good
Q1547	Q1547_C8	Qatar Living Lounge	Where do you get your hair done?	Where do you get your haircut boys? Kindly advise where would be your best barber in town. Thanks.	cool down nigel :) there is barber shop in al meera mansuora, try it there	Good
Q1547	Q1547_C9	Qatar Living Lounge	Where do you get your hair done?	Where do you get your haircut boys? Kindly advise where would be your best barber in town. Thanks.	Al Nasser Mataar Street	Good
Q1547	Q1547_C10	Qatar Living Lounge	Where do you get your hair done?	Where do you get your haircut boys? Kindly advise where would be your best barber in town. Thanks.	Lorena i likes ur avataar pic...:) Muntazah area there are lots of barber shops as well as in Old Airport Area. Check out in Villagio, there is a barber from your place who cuts good hairs.	Good
Q1547	Q1547_C11	Qatar Living Lounge	Where do you get your hair done?	Where do you get your haircut boys? Kindly advise where would be your best barber in town. Thanks.	Mariee Clare	Good
Q1547	Q1547_C12	Qatar Living Lounge	Where do you get your hair done?	Where do you get your haircut boys? Kindly advise where would be your best barber in town. Thanks.	you can find filipino barber shop in soq, al sadd, al nasser...	Good
Q1547	Q1547_C13	Qatar Living Lounge	Where do you get your hair done?	Where do you get your haircut boys? Kindly advise where would be your best barber in town. Thanks.	Ok for a sensible reply... Tryout this one....Coming from Ramada side take left on the first roundabout after Muntazah Health centre and look for this salon on your right (about 100m) ... all Jordanian young guys there... there is another one run by filipinos just a couple of shops next to them, which I am not sure about.	Good
Q1547	Q1547_C14	Qatar Living Lounge	Where do you get your hair done?	Where do you get your haircut boys? Kindly advise where would be your best barber in town. Thanks.	Dear Nigel Please excuse Mr. Rizks. You have hit raw nerve because he is bald and pines to visit a barber. There are ofcourse many barbers available. From side street barbers who will cut your hair for a snip to upmarket lebanese barbers whose prices will make your hair stand on end. Good Luck	Good
Q1547	Q1547_C15	Qatar Living Lounge	Where do you get your hair done?	Where do you get your haircut boys? Kindly advise where would be your best barber in town. Thanks.	If you go to Vilaggio or Landmark Malls they have a chain hairdresser called Patrice Salon. Do a good job, quick but a little pricey.	Good
Q1547	Q1547_C18	Qatar Living Lounge	Where do you get your hair done?	Where do you get your haircut boys? Kindly advise where would be your best barber in town. Thanks.	Baldrick & Bald Rizks... you both are the same person with different ids... trying to create confusion on a simble best barber thread... Personally for me the best is Raj Babbar: http://en.wikipedia.org/wiki/Raj_Babbar	Good
Q1547	Q1547_C24	Qatar Living Lounge	Where do you get your hair done?	Where do you get your haircut boys? Kindly advise where would be your best barber in town. Thanks.	I'm just waiting for the mods to delete Rizks ;o)	Bad
Q1547	Q1547_C25	Qatar Living Lounge	Where do you get your hair done?	Where do you get your haircut boys? Kindly advise where would be your best barber in town. Thanks.	go to barwa village wakrah, there is a barber shop they offers free gift on every hair cutting, i m serious this time only!!!	Good
Q1547	Q1547_C27	Qatar Living Lounge	Where do you get your hair done?	Where do you get your haircut boys? Kindly advise where would be your best barber in town. Thanks.	no QL	Bad
Q1553	Q1553_C2	Sports in Qatar	Seating Plan	Hey peeps, does anyone know where I can find a seating plan for Khalifa Stadium? I want to know where I'll be sitting for the game on Saturday. Thanking you in advance...	"no worries you can sit next to us. <img src=""http://www.qatarliving.com/files/images/Da.gif"">"	Bad
Q1553	Q1553_C5	Sports in Qatar	Seating Plan	Hey peeps, does anyone know where I can find a seating plan for Khalifa Stadium? I want to know where I'll be sitting for the game on Saturday. Thanking you in advance...	PMSL FU, was that your attempt at flirting?	Bad
Q1562	Q1562_C2	Visas and Permits	business visa	Hi guys I want to ask regarding BV. Anybody knows how many days/months the validity of BV before it will expire? How many months normally the allowable stay in qatar once BV approved? Hope to hear from you guys. Thanks!	Validity of the visa is written on right side of the visa it is 3 months from the date of issue. The visa holder should travel within 3 months from date of issue and can stay only for one month from the date of arrival. This visa can be extended for another 2 months	Good
Q1564	Q1564_C1	Visas and Permits	Conversion of Business visa to Husband Sponsored Visa	Im planning to bring my wife here in Qatar though a business visa which is sponsored by a travel agency. Once she came, can I convert her visa from business visa to a husband sponsored visa?	@ Mayartolba to bring your fiance to Qatar just go to Qatar airways office next to Alama building and apply for a bsuiness visa this is the easiest way.	Good
Q1580	Q1580_C2	Visas and Permits	Can anyone help me?	Hello! my boss want to cancel my visa and said to bring me back to Philippines. I am a local hired and now 7 months to his company, i have working visa and pataka but still no contract signed. My Question is, is he going to give me a airplane ticket? or instead of sending me home, he will give me NOC?	only thing you can request him, rest depend upon his will.. hope so you will get release but dont keep insisting on it!!	Good
Q1582	Q1582_C1	Doha Shopping	Nando's @ Hyatt	Can anyone please tell me if Nando's has opened in Hyatt? I've been there like a month ago and it still wasn't open.	Yes it's open	Good
Q1582	Q1582_C2	Doha Shopping	Nando's @ Hyatt	Can anyone please tell me if Nando's has opened in Hyatt? I've been there like a month ago and it still wasn't open.	yeah opened	Good
Q1584	Q1584_C1	Sightseeing and Tourist attractions	where and when can i catch crabs in Qatar??	do you know where is the best place i can catch crabs??? is there a specific season????? and what is the best time??? day or night???	the season is at winter after nov. tile april , the location is simisma or alkhor , and the best time is night after the sun set	Good
Q1584	Q1584_C3	Sightseeing and Tourist attractions	where and when can i catch crabs in Qatar??	do you know where is the best place i can catch crabs??? is there a specific season????? and what is the best time??? day or night???	its right, Al-khor is the best place to find crabs. But be carefull, they size half of your arm;)	Good
Q1585	Q1585_C1	Qatar Living Lounge	Prostitution in Qatar - Any Solution?	I know atleast two women who are sleeping with various men for money and I wish I could do something to stop them.Is there any number to call to inform about them?	Xena - Shukran Habibti ( I guess that's the spelling ) Im yet to understand why god made you so good.	Bad
Q1585	Q1585_C2	Qatar Living Lounge	Prostitution in Qatar - Any Solution?	I know atleast two women who are sleeping with various men for money and I wish I could do something to stop them.Is there any number to call to inform about them?	FU's spelling is correct.... you might need spelling lessons though, and please, my name is Xena - not Xenia;-P Nothing to do with goodness FU - just plain logical thinking:-) People have enough cr*p in there own lives to deal with... why bog yourself down with others issues?	Bad
Q1585	Q1585_C3	Qatar Living Lounge	Prostitution in Qatar - Any Solution?	I know atleast two women who are sleeping with various men for money and I wish I could do something to stop them.Is there any number to call to inform about them?	Xena I thought Habibti means darling(to female). And FU knows that very well! That is why he spelt it Habibti instead of Habibi	Bad
Q1585	Q1585_C4	Qatar Living Lounge	Prostitution in Qatar - Any Solution?	I know atleast two women who are sleeping with various men for money and I wish I could do something to stop them.Is there any number to call to inform about them?	My God! LoL at FU's spelling 'Habibti'!! Can I say Habibti to Xenia too?	Bad
Q1585	Q1585_C5	Qatar Living Lounge	Prostitution in Qatar - Any Solution?	I know atleast two women who are sleeping with various men for money and I wish I could do something to stop them.Is there any number to call to inform about them?	ok, put your case to rest now... or work in CID.. there you go.	Bad
Q1585	Q1585_C6	Qatar Living Lounge	Prostitution in Qatar - Any Solution?	I know atleast two women who are sleeping with various men for money and I wish I could do something to stop them.Is there any number to call to inform about them?	Is it really any of your business if they have sugar daddies? It almost sounds like you are jealous that they aren't interested in you mate.	Bad
Q1585	Q1585_C7	Qatar Living Lounge	Prostitution in Qatar - Any Solution?	I know atleast two women who are sleeping with various men for money and I wish I could do something to stop them.Is there any number to call to inform about them?	Habibti = Darling (to female) Correct - I am a female, so where is the problem?	Bad
Q1585	Q1585_C8	Qatar Living Lounge	Prostitution in Qatar - Any Solution?	I know atleast two women who are sleeping with various men for money and I wish I could do something to stop them.Is there any number to call to inform about them?	Xena I am also confused!. One Arabic man taught me this word 'habibti' and told me that men should say this to female...but at the same time he warned me never to adress any arab women as 'habibti'....I really don't know to say or not to say?	Bad
Q1585	Q1585_C9	Qatar Living Lounge	Prostitution in Qatar - Any Solution?	I know atleast two women who are sleeping with various men for money and I wish I could do something to stop them.Is there any number to call to inform about them?	FriedUnicorn, you can call me and pass on to me their phone numbers.. I just was thinking what type of business to establish..	Bad
Q1585	Q1585_C10	Qatar Living Lounge	Prostitution in Qatar - Any Solution?	I know atleast two women who are sleeping with various men for money and I wish I could do something to stop them.Is there any number to call to inform about them?	women like these will keep continue, as long as the stupid pays them.	Bad
Q1585	Q1585_C14	Qatar Living Lounge	Prostitution in Qatar - Any Solution?	I know atleast two women who are sleeping with various men for money and I wish I could do something to stop them.Is there any number to call to inform about them?	"Thanks Xena.. and FU.... It took 2 pages to make you understand this little simple concept. Thanks for putting this thread to ""bed"" :-) We here to earn our bread and fulfill our commitments.. let's stay focused on that.. and say bye bye.."	Bad
Q1585	Q1585_C16	Qatar Living Lounge	Prostitution in Qatar - Any Solution?	I know atleast two women who are sleeping with various men for money and I wish I could do something to stop them.Is there any number to call to inform about them?	Hahaha Circuit, you just got OWNED by Qhris.	Bad
